Season,Team,Player,Role,Nationality,Prime_Rating,Season_Rating,Notes
2011,Kolkata Knight Riders,Manoj Tiwary,Batter,Indian,72,75,Quality domestic middle-order
2011,Kolkata Knight Riders,Yusuf Pathan,All-rounder,Indian,82,80,Power-hitting still effective
2011,Kolkata Knight Riders,Shakib Al Hasan,All-rounder,Bangladeshi,82,80,Quality spin all-rounder
2011,Kolkata Knight Riders,Sunil Narine,Bowler,West Indian,92,82,First full season; extraordinary economy
2011,Kolkata Knight Riders,Rajat Bhatia,All-rounder,Indian,65,68,Useful domestic all-rounder
2011,Kolkata Knight Riders,Lakshmipathy Balaji,Bowler,Indian,72,70,Pace support
2011,Kolkata Knight Riders,Iqbal Abdulla,Bowler,Indian,65,68,Left-arm spin support
2011,Kolkata Knight Riders,Prasanth Parameswaran,Bowler,Indian,65,65,Domestic pace option
2011,Kochi Tuskers Kerala,Brendon McCullum,WK-Batter,New Zealander,85,82,Aggressive opener; one-season franchise
2011,Kochi Tuskers Kerala,Mahela Jayawardene,Batter,Sri Lankan,92,80,Elegant middle-order; only season
2011,Kochi Tuskers Kerala,Brad Hodge,Batter,Australian,78,75,Middle-order veteran
2011,Kochi Tuskers Kerala,WG Patel,WK-Batter,Indian,65,65,Local wicketkeeper option
2011,Kochi Tuskers Kerala,Muttiah Muralitharan,Bowler,Sri Lankan,95,78,Final IPL stint; franchise's biggest name
2011,Kochi Tuskers Kerala,Ravindra Jadeja,All-rounder,Indian,90,78,Powerful all-round before RR move back
2011,Kochi Tuskers Kerala,Sreenath Aravind,Bowler,Indian,68,70,Young local pacer
2011,Kochi Tuskers Kerala,Prasanth Parameswaran,Bowler,Indian,65,68,Kerala's local hero
2011,Kochi Tuskers Kerala,Scott Styris,All-rounder,New Zealander,75,72,Experienced all-rounder
2011,Kochi Tuskers Kerala,Thisara Perera,All-rounder,Sri Lankan,72,70,Lower-order hit and bowl
2011,Kochi Tuskers Kerala,Rahul Dravid,Batter,Indian,95,65,Brief stint; no fit for T20 format
2011,Pune Warriors India,Sourav Ganguly,Batter (C),Indian,88,68,Final IPL stint; team struggled
2011,Pune Warriors India,Jesse Ryder,Batter,New Zealander,75,72,Powerful bat; limited impact
2011,Pune Warriors India,Yuvraj Singh,Batter,Indian,92,80,Quality middle-order
2011,Pune Warriors India,Marlon Samuels,All-rounder,West Indian,78,72,Useful all-round contribution
2011,Pune Warriors India,Ashish Nehra,Bowler,Indian,78,75,Experienced left-arm pacer
2011,Pune Warriors India,Rahul Dravid,Batter,Indian,95,65,Towards the end; above his best format
2011,Pune Warriors India,Shikhar Dhawan,Opener,Indian,88,78,Developing role
2011,Pune Warriors India,Murali Kartik,Bowler,Indian,72,72,Left-arm spin
2011,Pune Warriors India,Steve Smith,Batter,Australian,95,70,Raw; early IPL days; learning
2011,Pune Warriors India,Michael Clarke,Batter,Australian,88,72,International class; T20 limited outings
2011,Pune Warriors India,Wayne Parnell,Bowler,South African,72,68,Pace support
2011,Deccan Chargers,Adam Gilchrist,WK-Batter (C),Australian,93,78,Declining form; final effective season
2011,Deccan Chargers,Shikhar Dhawan,Opener,Indian,88,82,Emerging opener; strong debut for DC
2011,Deccan Chargers,Andrew Symonds,All-rounder,Australian,85,78,Useful contribution
2011,Deccan Chargers,Rohit Sharma,Batter,Indian,90,82,Final DC season before joining MI
2011,Deccan Chargers,Tirumalasetti Suman,Batter,Indian,65,65,Domestic middle-order
2011,Deccan Chargers,Pragyan Ojha,Bowler,Indian,78,80,21 wickets; quality left-arm spin
2011,Deccan Chargers,RP Singh,Bowler,Indian,80,78,Reliable left-arm pace
2011,Deccan Chargers,Venugopal Rao,Batter,Indian,65,65,Domestic contribution
2011,Deccan Chargers,Vangipurappu Laxman,Batter,Indian,85,65,Declining T20 role
2011,Deccan Chargers,Dale Steyn,Bowler,South African,95,80,Quality pace; impactful spells
2011,Deccan Chargers,Cameron White,Batter,Australian,75,72,Lower-order contribution
2011,Delhi Daredevils,Virender Sehwag,Opener (C),Indian,93,85,Destructive continued form
2011,Delhi Daredevils,David Warner,Opener,Australian,93,85,Growing stature; world-class opening
2011,Delhi Daredevils,AB de Villiers,Batter,South African,97,88,Outstanding; increasingly crucial
2011,Delhi Daredevils,Tillakaratne Dilshan,Batter,Sri Lankan,82,80,Versatile batting contribution
2011,Delhi Daredevils,Naman Ojha,WK-Batter,Indian,70,72,Wicketkeeper option
2011,Delhi Daredevils,Amit Mishra,Bowler,Indian,80,82,Quality leg-spin; important bowler
2011,Delhi Daredevils,Morne Morkel,Bowler,South African,82,80,Pace quality
2011,Delhi Daredevils,Umesh Yadav,Bowler,Indian,80,78,Young Indian pacer; emerging
2011,Delhi Daredevils,Irfan Pathan,All-rounder,Indian,80,75,Useful left-arm all-rounder
2011,Delhi Daredevils,Pawan Negi,Bowler,Indian,65,65,Left-arm spin support
2011,Delhi Daredevils,Venugopal Rao,Batter,Indian,65,65,Occasional middle-order
2011,Rajasthan Royals,Shane Watson,All-rounder (C),Australian,88,85,Captain; continued quality
2011,Rajasthan Royals,Rahul Dravid,Batter,Indian,95,78,Experienced middle-order; better T20 showing
2011,Rajasthan Royals,Ajinkya Rahane,Batter,Indian,82,82,Developing quality; consistent
2011,Rajasthan Royals,Yusuf Pathan,All-rounder,Indian,82,82,Power-hitting continued
2011,Rajasthan Royals,Ravindra Jadeja,All-rounder,Indian,90,82,Brilliant all-round; key Royals asset
2011,Rajasthan Royals,Naman Ojha,WK-Batter,Indian,70,70,Reliable wicketkeeper
2011,Rajasthan Royals,Shane Warne,Bowler,Australian,96,80,Final IPL season; still quality
2011,Rajasthan Royals,Sohail Tanvir,Bowler,Pakistani,80,78,Quality pacer
2011,Rajasthan Royals,Kevon Cooper,All-rounder,West Indian,68,68,Lower-order support
2011,Rajasthan Royals,Pankaj Singh,Bowler,Indian,65,65,Pace support
2011,Rajasthan Royals,Amit Singh,Bowler,Indian,60,60,Domestic pace option
2012,Kolkata Knight Riders,Gautam Gambhir,Opener (C),Indian,87,90,Champions captain; brilliant season
2012,Kolkata Knight Riders,Manvinder Bisla,WK-Batter,Indian,72,88,Final hero; 89* off 48 balls; stunning
2012,Kolkata Knight Riders,Jacques Kallis,All-rounder,South African,95,88,Outstanding; vital to title
2012,Kolkata Knight Riders,Manoj Tiwary,Batter,Indian,72,78,Quality middle-order contribution
2012,Kolkata Knight Riders,Yusuf Pathan,All-rounder,Indian,82,80,Powerful lower-order
2012,Kolkata Knight Riders,Ryan ten Doeschate,All-rounder,Dutch,75,72,Useful lower-order all-rounder
2012,Kolkata Knight Riders,Shakib Al Hasan,All-rounder,Bangladeshi,82,82,Quality spin and batting
2012,Kolkata Knight Riders,Sunil Narine,Bowler,West Indian,92,95,Debut Purple Cap; unplayable mystery spin
2012,Kolkata Knight Riders,Rajat Bhatia,All-rounder,Indian,65,68,Useful domestic all-rounder
2012,Kolkata Knight Riders,Lakshmipathy Balaji,Bowler,Indian,72,72,Pace support; 4/18 in key match
2012,Kolkata Knight Riders,Brett Lee,Bowler,Australian,88,80,Quality overseas pacer; solid contribution
2012,Chennai Super Kings,Murali Vijay,Opener,Indian,82,85,Consistent opener; team reached final again
2012,Chennai Super Kings,Michael Hussey,Batter,Australian,88,88,Quality contribution; runners-up
2012,Chennai Super Kings,Suresh Raina,Batter,Indian,87,88,Consistent performer; always reliable
2012,Chennai Super Kings,MS Dhoni,WK-Batter (C),Indian,98,90,Third consecutive final; dominant leader
2012,Chennai Super Kings,Subramaniam Badrinath,Batter,Indian,75,75,Middle-order support
2012,Chennai Super Kings,Dwayne Bravo,All-rounder,West Indian,85,85,Death bowling and hitting specialist
2012,Chennai Super Kings,Albie Morkel,All-rounder,South African,80,78,Lower-order role
2012,Chennai Super Kings,Ravichandran Ashwin,Bowler,Indian,88,85,Key spinner; increasingly dominant
2012,Chennai Super Kings,Ravindra Jadeja,All-rounder,Indian,90,85,Brilliant all-round; crucial
2012,Chennai Super Kings,Doug Bollinger,Bowler,Australian,80,78,Pace support
2012,Chennai Super Kings,Chris Morris,Bowler,South African,78,72,Pace support from South Africa
2012,Mumbai Indians,Rohit Sharma,Batter (C),Indian,90,85,New captain; MI becoming a force
2012,Mumbai Indians,Sachin Tendulkar,Batter,Indian,99,80,Iconic; decent season
2012,Mumbai Indians,Kieron Pollard,All-rounder,West Indian,88,88,Explosive finisher; key role
2012,Mumbai Indians,Ambati Rayudu,Batter,Indian,75,78,Solid middle-order
2012,Mumbai Indians,James Franklin,All-rounder,New Zealander,72,72,Useful left-arm swing
2012,Mumbai Indians,Harbhajan Singh,Bowler,Indian,88,82,Important spinner
2012,Mumbai Indians,Lasith Malinga,Bowler,Sri Lankan,93,90,Still among the best death bowlers
2012,Mumbai Indians,Zaheer Khan,Bowler,Indian,85,80,Left-arm quality
2012,Mumbai Indians,Dwayne Bravo,All-rounder,West Indian,85,85,Death over specialist
2012,Mumbai Indians,Hardik Pandya,All-rounder,Indian,88,65,Debut; raw young talent
2012,Mumbai Indians,Ricky Ponting,Batter,Australian,90,72,Veteran presence; limited impact
2012,Royal Challengers Bangalore,Chris Gayle,Opener,West Indian,95,98,733 runs including 175*; historic season
2012,Royal Challengers Bangalore,Virat Kohli,Batter,Indian,99,88,Strong year; RCB competitive
2012,Royal Challengers Bangalore,AB de Villiers,WK-Batter,South African,97,90,World-class performances
2012,Royal Challengers Bangalore,Tillakaratne Dilshan,Batter,Sri Lankan,82,78,Top-order support
2012,Royal Challengers Bangalore,Saurabh Tiwary,Batter,Indian,72,72,Middle-order power-hitter
2012,Royal Challengers Bangalore,Daniel Vettori,All-rounder,New Zealander,80,78,Left-arm spin all-rounder
2012,Royal Challengers Bangalore,Zaheer Khan,Bowler,Indian,85,80,Left-arm quality
2012,Royal Challengers Bangalore,Dale Steyn,Bowler,South African,95,82,Quality pace
2012,Royal Challengers Bangalore,Muttiah Muralitharan,Bowler,Sri Lankan,95,72,Final effective season
2012,Royal Challengers Bangalore,Ravi Rampaul,Bowler,West Indian,72,72,Caribbean pace support
2012,Royal Challengers Bangalore,Sreenath Aravind,Bowler,Indian,68,68,Young local pacer
2012,Delhi Daredevils,Virender Sehwag,Opener (C),Indian,93,82,Quality opener; team competitive
2012,Delhi Daredevils,David Warner,Opener,Australian,93,88,Dominant form continuing
2012,Delhi Daredevils,AB de Villiers,Batter,South African,97,85,World-class contribution
2012,Delhi Daredevils,Naman Ojha,WK-Batter,Indian,70,70,Reliable wicketkeeper
2012,Delhi Daredevils,Kevin Pietersen,Batter,English,88,78,Quality middle-order
2012,Delhi Daredevils,Amit Mishra,Bowler,Indian,80,82,Quality leg-spin
2012,Delhi Daredevils,Morne Morkel,Bowler,South African,82,80,Quality pace
2012,Delhi Daredevils,Umesh Yadav,Bowler,Indian,80,80,Improving young pacer
2012,Delhi Daredevils,Rajat Bhatia,All-rounder,Indian,65,68,Domestic support
2012,Delhi Daredevils,Irfan Pathan,All-rounder,Indian,80,72,Left-arm all-rounder
2012,Delhi Daredevils,Ashish Nehra,Bowler,Indian,78,75,Left-arm swing; experienced
2012,Kings XI Punjab,David Hussey,Batter (C),Australian,80,78,Captain; solid if unspectacular
2012,Kings XI Punjab,Mandeep Singh,Batter,Indian,65,70,Young domestic opener
2012,Kings XI Punjab,Piyush Chawla,Bowler,Indian,75,78,Quality leg-spin
2012,Kings XI Punjab,Paul Valthaty,Opener,Indian,65,72,Explosive season including a century
2012,Kings XI Punjab,Azhar Mahmood,All-rounder,Pakistani,72,72,Experienced all-rounder
2012,Kings XI Punjab,Adam Gilchrist,WK-Batter,Australian,93,72,Declining; useful experience
2012,Kings XI Punjab,Brett Lee,Bowler,Australian,88,78,Quality pace
2012,Kings XI Punjab,Shaun Marsh,Opener,Australian,83,80,Quality opener continued
2012,Kings XI Punjab,Angelo Mathews,All-rounder,Sri Lankan,82,78,Quality all-rounder
2012,Kings XI Punjab,Peter Trego,All-rounder,English,65,65,Support role
2012,Kings XI Punjab,Praveen Kumar,Bowler,Indian,72,72,Left-arm swing pacer
2012,Rajasthan Royals,Rahul Dravid,Batter (C),Indian,95,80,Steady captain; team solid
2012,Rajasthan Royals,Ajinkya Rahane,Batter,Indian,82,82,Quality opening contribution
2012,Rajasthan Royals,Shane Watson,All-rounder,Australian,88,85,Continued quality all-round
2012,Rajasthan Royals,Yusuf Pathan,All-rounder,Indian,82,82,Power-hitting remained
2012,Rajasthan Royals,Ravindra Jadeja,All-rounder,Indian,90,82,Key all-round asset
2012,Rajasthan Royals,Naman Ojha,WK-Batter,Indian,70,70,Wicketkeeper option
2012,Rajasthan Royals,Sohail Tanvir,Bowler,Pakistani,80,78,Quality pace
2012,Rajasthan Royals,Brad Hodge,Batter,Australian,78,72,Middle-order support
2012,Rajasthan Royals,Stuart Binny,All-rounder,Indian,68,70,Domestic all-rounder
2012,Rajasthan Royals,Ashok Menaria,Batter,Indian,60,62,Domestic option
2012,Rajasthan Royals,Kevon Cooper,All-rounder,West Indian,68,68,Support all-rounder
2012,Deccan Chargers,Shikhar Dhawan,Opener,Indian,88,82,Final DC season; strong personal form
2012,Deccan Chargers,Adam Gilchrist,WK-Batter (C),Australian,93,72,Declined significantly; final season
2012,Deccan Chargers,Andrew Symonds,All-rounder,Australian,85,72,Final IPL season; well below peak
2012,Deccan Chargers,Bharat Chipli,Batter,Indian,62,65,Domestic middle-order
2012,Deccan Chargers,RP Singh,Bowler,Indian,80,75,Reliable pacer still contributing
2012,Deccan Chargers,Pragyan Ojha,Bowler,Indian,78,78,Solid left-arm spinner
2012,Deccan Chargers,Dale Steyn,Bowler,South African,95,78,Quality but team struggled
2012,Deccan Chargers,Cameron White,Batter,Australian,75,70,Solid if unspectacular
2012,Deccan Chargers,Anand Rajan,Bowler,Indian,60,60,Domestic pace option
2012,Deccan Chargers,Amit Mishra,Bowler,Indian,80,75,Leg-spin quality
2012,Deccan Chargers,Johan Botha,Bowler,South African,65,65,Off-spin support
2013,Mumbai Indians,Rohit Sharma,Batter (C),Indian,90,90,First IPL title as captain; dominant
2013,Mumbai Indians,Dwayne Smith,Opener,West Indian,72,78,Explosive overseas opener; great start
2013,Mumbai Indians,Dinesh Karthik,WK-Batter,Indian,80,80,Quality middle-order keeper-batter
2013,Mumbai Indians,Sachin Tendulkar,Batter,Indian,99,80,Iconic last full season; gave good contributions
2013,Mumbai Indians,Ambati Rayudu,Batter,Indian,75,78,Steady middle-order
2013,Mumbai Indians,Kieron Pollard,All-rounder,West Indian,88,90,Explosive finisher; title hero
2013,Mumbai Indians,Dwayne Bravo,All-rounder,West Indian,85,88,Purple Cap winner; 32 wickets; death bowling expert
2013,Mumbai Indians,Harbhajan Singh,Bowler,Indian,88,80,Key spinner
2013,Mumbai Indians,Lasith Malinga,Bowler,Sri Lankan,93,92,Still the gold standard for death bowling
2013,Mumbai Indians,Zaheer Khan,Bowler,Indian,85,80,Left-arm quality
2013,Mumbai Indians,Pragyan Ojha,Bowler,Indian,78,75,Spin support
2013,Chennai Super Kings,Murali Vijay,Opener,Indian,82,82,Consistent opener
2013,Chennai Super Kings,Michael Hussey,Batter,Australian,88,88,Orange Cap winner; extraordinary 733 runs
2013,Chennai Super Kings,Suresh Raina,Batter,Indian,87,88,Consistent performer
2013,Chennai Super Kings,MS Dhoni,WK-Batter (C),Indian,98,90,Runners-up; still elite captain
2013,Chennai Super Kings,Subramaniam Badrinath,Batter,Indian,75,72,Solid middle-order
2013,Chennai Super Kings,Dwayne Bravo,All-rounder,West Indian,85,88,Death bowling and hitting
2013,Chennai Super Kings,Ravindra Jadeja,All-rounder,Indian,90,85,Quality contribution
2013,Chennai Super Kings,Ravichandran Ashwin,Bowler,Indian,88,85,Key spinner
2013,Chennai Super Kings,Albie Morkel,All-rounder,South African,80,78,Useful lower-order
2013,Chennai Super Kings,Chris Morris,Bowler,South African,78,75,Pace support
2013,Chennai Super Kings,Mohit Sharma,Bowler,Indian,75,78,Emerging quality; future Purple Cap
2013,Sunrisers Hyderabad,Shikhar Dhawan,Opener,Indian,88,90,500+ runs; first SRH season; brilliant
2013,Sunrisers Hyderabad,Parthiv Patel,WK-Batter,Indian,72,72,Wicketkeeper opener
2013,Sunrisers Hyderabad,Darren Sammy,All-rounder (C),West Indian,75,75,Captain of new franchise
2013,Sunrisers Hyderabad,Cameron White,Batter,Australian,75,72,Middle-order veteran
2013,Sunrisers Hyderabad,Thisara Perera,All-rounder,Sri Lankan,72,70,Lower-order all-rounder
2013,Sunrisers Hyderabad,Rashid Khan,Bowler,Afghan,92,78,Very early days; raw talent
2013,Sunrisers Hyderabad,Bhuvneshwar Kumar,Bowler,Indian,88,82,Quality swing bowling emerging
2013,Sunrisers Hyderabad,Ishant Sharma,Bowler,Indian,80,72,Pace support option
2013,Sunrisers Hyderabad,Dale Steyn,Bowler,South African,95,82,Quality; team still finding footing
2013,Sunrisers Hyderabad,Amit Mishra,Bowler,Indian,80,80,Quality leg-spin
2013,Sunrisers Hyderabad,Quinton de Kock,WK-Batter,South African,88,72,Very early career; developing
2013,Kolkata Knight Riders,Gautam Gambhir,Opener (C),Indian,87,85,Consistent captain
2013,Kolkata Knight Riders,Robin Uthappa,Opener,Indian,80,82,Quality opener contribution
2013,Kolkata Knight Riders,Jacques Kallis,All-rounder,South African,95,85,Continued excellence
2013,Kolkata Knight Riders,Yusuf Pathan,All-rounder,Indian,82,78,Power-hitting
2013,Kolkata Knight Riders,Manish Pandey,Batter,Indian,80,82,Maiden IPL century; breakthrough season
2013,Kolkata Knight Riders,Ryan ten Doeschate,All-rounder,Dutch,75,72,Lower-order support
2013,Kolkata Knight Riders,Shakib Al Hasan,All-rounder,Bangladeshi,82,80,Quality spin and batting
2013,Kolkata Knight Riders,Sunil Narine,Bowler,West Indian,92,92,Elite mystery spinner; best weapon
2013,Kolkata Knight Riders,Rajat Bhatia,All-rounder,Indian,65,65,Useful domestic contribution
2013,Kolkata Knight Riders,Morne Morkel,Bowler,South African,82,78,Quality overseas pace
2013,Kolkata Knight Riders,Brett Lee,Bowler,Australian,88,78,Experienced Australian pace
2013,Royal Challengers Bangalore,Chris Gayle,Opener,West Indian,95,90,Another big season; consistent force
2013,Royal Challengers Bangalore,Virat Kohli,Batter,Indian,99,88,Quality but team underperformed
2013,Royal Challengers Bangalore,AB de Villiers,WK-Batter,South African,97,90,Brilliant season for RCB
2013,Royal Challengers Bangalore,Saurabh Tiwary,Batter,Indian,72,70,Middle-order contribution
2013,Royal Challengers Bangalore,Jesse Ryder,Batter,New Zealander,75,72,Powerful bat
2013,Royal Challengers Bangalore,Daniel Vettori,All-rounder,New Zealander,80,75,Left-arm spin all-rounder
2013,Royal Challengers Bangalore,Zaheer Khan,Bowler,Indian,85,78,Left-arm quality
2013,Royal Challengers Bangalore,Muttiah Muralitharan,Bowler,Sri Lankan,95,68,Final IPL year; declining
2013,Royal Challengers Bangalore,Ravi Rampaul,Bowler,West Indian,72,70,Caribbean pace support
2013,Royal Challengers Bangalore,Murali Kartik,Bowler,Indian,72,68,Left-arm spin
2013,Royal Challengers Bangalore,Vinay Kumar,Bowler,Indian,70,68,Domestic pacer
2013,Rajasthan Royals,Ajinkya Rahane,Batter,Indian,82,85,Quality opening contribution
2013,Rajasthan Royals,Shane Watson,All-rounder (C),Australian,88,85,Captain; continued all-round quality
2013,Rajasthan Royals,Yusuf Pathan,All-rounder,Indian,82,82,Powerful batting
2013,Rajasthan Royals,James Faulkner,All-rounder,Australian,80,90,Superb season; match-winner with bat and ball
2013,Rajasthan Royals,Sanju Samson,WK-Batter,Indian,85,78,Debut year; showed brilliant talent
2013,Rajasthan Royals,Kevon Cooper,All-rounder,West Indian,68,68,Lower-order support
2013,Rajasthan Royals,Stuart Binny,All-rounder,Indian,68,72,Useful domestic all-rounder
2013,Rajasthan Royals,Rahul Dravid,Batter,Indian,95,72,Final IPL stint
2013,Rajasthan Royals,Dhawal Kulkarni,Bowler,Indian,65,70,Pace support
2013,Rajasthan Royals,Siddharth Trivedi,Bowler,Indian,65,68,Pace support
2013,Rajasthan Royals,Pravin Tambe,Bowler,Indian,65,68,Leg-spin support
2013,Pune Warriors India,Aaron Finch,Opener,Australian,80,75,Quality opener; team struggling
2013,Pune Warriors India,Steve Smith,Batter,Australian,95,72,Team in disarray; limited impact
2013,Pune Warriors India,Marlon Samuels,All-rounder,West Indian,78,70,Useful contribution
2013,Pune Warriors India,Angelo Mathews,All-rounder (C),Sri Lankan,82,78,Captain; quality all-rounder
2013,Pune Warriors India,Yuvraj Singh,Batter,Indian,92,80,Quality; team below par
2013,Pune Warriors India,Robin Uthappa,Batter,Indian,80,75,Decent contribution
2013,Pune Warriors India,Wayne Parnell,Bowler,South African,72,70,Pace support
2013,Pune Warriors India,Ashish Nehra,Bowler,Indian,78,72,Left-arm swing
2013,Pune Warriors India,Ashok Dinda,Bowler,Indian,68,68,Domestic pace option
2013,Pune Warriors India,Murali Kartik,Bowler,Indian,72,65,Spin support
2013,Pune Warriors India,Manpreet Gony,Bowler,Indian,65,62,Support pace option
2014,Kolkata Knight Riders,Robin Uthappa,Opener,Indian,80,95,Orange Cap winner with 660 runs; extraordinary
2014,Kolkata Knight Riders,Gautam Gambhir,Opener (C),Indian,87,88,Back-to-back champions captain
2014,Kolkata Knight Riders,Jacques Kallis,All-rounder,South African,95,88,Outstanding; title key contribution
2014,Kolkata Knight Riders,Yusuf Pathan,All-rounder,Indian,82,80,Power-hitting; useful
2014,Kolkata Knight Riders,Manish Pandey,Batter,Indian,80,85,Quality middle-order
2014,Kolkata Knight Riders,Ryan ten Doeschate,All-rounder,Dutch,75,72,Useful lower-order
2014,Kolkata Knight Riders,Shakib Al Hasan,All-rounder,Bangladeshi,82,80,Quality spin all-rounder
2014,Kolkata Knight Riders,Sunil Narine,Bowler,West Indian,92,92,Elite mystery spin; key weapon
2014,Kolkata Knight Riders,Umesh Yadav,Bowler,Indian,80,80,Quality pace contribution
2014,Kolkata Knight Riders,Morne Morkel,Bowler,South African,82,80,Quality overseas pace
2014,Kolkata Knight Riders,Piyush Chawla,Bowler,Indian,75,72,Leg-spin support
2014,Kings XI Punjab,Glenn Maxwell,All-rounder,Australian,90,95,552 runs; Orange Cap; extraordinary all-round season
2014,Kings XI Punjab,Virender Sehwag,Opener (C),Indian,93,80,Captain; declining but still quality
2014,Kings XI Punjab,Shaun Marsh,Batter,Australian,83,80,Quality middle-order batter
2014,Kings XI Punjab,David Miller,Batter,South African,82,85,Power-hitting; crucial in run to final
2014,Kings XI Punjab,Wriddhiman Saha,WK-Batter,Indian,72,78,Quality wicketkeeper; decent batting
2014,Kings XI Punjab,Mitchell Johnson,Bowler,Australian,90,88,Purple Cap contender; pace destroyer
2014,Kings XI Punjab,Mohit Sharma,Bowler,Indian,75,88,Purple Cap winner with 23 wickets
2014,Kings XI Punjab,Piyush Chawla,Bowler,Indian,75,78,Quality leg-spin
2014,Kings XI Punjab,Karanveer Singh,Bowler,Indian,65,65,Domestic pace option
2014,Kings XI Punjab,Sandeep Sharma,Bowler,Indian,70,72,Young swing bowler emerging
2014,Kings XI Punjab,Vikas Tokas,Bowler,Indian,60,60,Domestic support option
2014,Chennai Super Kings,Murali Vijay,Opener,Indian,82,85,Consistent; team competitive
2014,Chennai Super Kings,Michael Hussey,Batter,Australian,88,82,Quality middle-order
2014,Chennai Super Kings,Suresh Raina,Batter,Indian,87,88,Orange Cap contender; consistent
2014,Chennai Super Kings,MS Dhoni,WK-Batter (C),Indian,98,90,Consistent runners-up; elite leader
2014,Chennai Super Kings,Subramaniam Badrinath,Batter,Indian,75,72,Solid support
2014,Chennai Super Kings,Dwayne Bravo,All-rounder,West Indian,85,88,Death bowling and hitting; crucial
2014,Chennai Super Kings,Ravindra Jadeja,All-rounder,Indian,90,85,Quality all-round
2014,Chennai Super Kings,Ravichandran Ashwin,Bowler,Indian,88,85,Key spinner
2014,Chennai Super Kings,Mohit Sharma,Bowler,Indian,75,78,Quality pace
2014,Chennai Super Kings,Jason Holder,All-rounder,West Indian,78,72,Useful lower-order all-rounder
2014,Chennai Super Kings,Chris Morris,Bowler,South African,78,72,Pace support
2014,Mumbai Indians,Rohit Sharma,Batter (C),Indian,90,82,Defending champions; solid season
2014,Mumbai Indians,Michael Hussey,Batter,Australian,88,80,Quality contribution
2014,Mumbai Indians,Ambati Rayudu,Batter,Indian,75,78,Solid middle-order
2014,Mumbai Indians,Kieron Pollard,All-rounder,West Indian,88,85,Explosive finisher
2014,Mumbai Indians,Corey Anderson,All-rounder,New Zealander,75,78,Power-hitting all-rounder; solid debut
2014,Mumbai Indians,Harbhajan Singh,Bowler,Indian,88,80,Key spinner
2014,Mumbai Indians,Lasith Malinga,Bowler,Sri Lankan,93,90,Still elite death bowling
2014,Mumbai Indians,Mitchell Johnson,Bowler,Australian,90,82,Pace and aggression
2014,Mumbai Indians,Pragyan Ojha,Bowler,Indian,78,72,Spin support
2014,Mumbai Indians,Dwayne Smith,Opener,West Indian,72,72,Explosive opener
2014,Mumbai Indians,Josh Hazlewood,Bowler,Australian,88,78,Young Australian pacer emerging
2014,Royal Challengers Bangalore,Virat Kohli,Batter (C),Indian,99,88,Quality season; developing leadership
2014,Royal Challengers Bangalore,Chris Gayle,Opener,West Indian,95,90,Big season continued
2014,Royal Challengers Bangalore,AB de Villiers,WK-Batter,South African,97,95,Spectacular 133* off 59; world-class
2014,Royal Challengers Bangalore,Yuvraj Singh,Batter,Indian,92,80,Quality addition
2014,Royal Challengers Bangalore,Mandeep Singh,Batter,Indian,65,68,Young domestic option
2014,Royal Challengers Bangalore,Daniel Vettori,All-rounder,New Zealander,80,75,Left-arm spin all-rounder
2014,Royal Challengers Bangalore,Zaheer Khan,Bowler,Indian,85,78,Left-arm quality
2014,Royal Challengers Bangalore,Dale Steyn,Bowler,South African,95,80,Quality pace
2014,Royal Challengers Bangalore,Yuzvendra Chahal,Bowler,Indian,88,78,Emerging leg-spinner; growing role
2014,Royal Challengers Bangalore,Varun Aaron,Bowler,Indian,70,68,Rapid pacer
2014,Royal Challengers Bangalore,Ravi Rampaul,Bowler,West Indian,72,70,Caribbean pace support
2014,Delhi Daredevils,Virender Sehwag,Opener,Indian,93,80,Quality opener; team competitive
2014,Delhi Daredevils,David Warner,Opener (C),Australian,93,88,Dominant form; captain briefly
2014,Delhi Daredevils,Kevin Pietersen,Batter,English,88,80,Quality middle-order
2014,Delhi Daredevils,JP Duminy,Batter,South African,78,78,Reliable middle-order
2014,Delhi Daredevils,Shreyas Iyer,Batter,Indian,85,72,Very early career; debut season
2014,Delhi Daredevils,Amit Mishra,Bowler,Indian,80,82,Quality leg-spin
2014,Delhi Daredevils,Morne Morkel,Bowler,South African,82,80,Quality pace
2014,Delhi Daredevils,Umesh Yadav,Bowler,Indian,80,80,Improving pacer
2014,Delhi Daredevils,Quinton de Kock,WK-Batter,South African,88,80,Explosive young opener
2014,Delhi Daredevils,Albie Morkel,All-rounder,South African,80,72,Experienced all-rounder
2014,Delhi Daredevils,Nathan Coulter-Nile,Bowler,Australian,75,72,Australian pace support
2014,Rajasthan Royals,Ajinkya Rahane,Batter (C),Indian,82,85,Quality captain; solid contribution
2014,Rajasthan Royals,Shane Watson,All-rounder,Australian,88,82,Quality all-round season
2014,Rajasthan Royals,Sanju Samson,WK-Batter,Indian,85,82,Growing talent; increasingly important
2014,Rajasthan Royals,Steve Smith,Batter,Australian,95,82,Quality contribution; growing role
2014,Rajasthan Royals,James Faulkner,All-rounder,Australian,80,82,Continued quality all-round
2014,Rajasthan Royals,Yusuf Pathan,All-rounder,Indian,82,78,Useful power-hitting
2014,Rajasthan Royals,Pravin Tambe,Bowler,Indian,65,72,Mature spinner; effective
2014,Rajasthan Royals,Dhawal Kulkarni,Bowler,Indian,65,70,Pace support
